Age,Income,Spending_Score,Engagement_Level,Purchase_Frequency,Product_Category,Customer_Segment,Met_Target
41,22123,74.49,3,17,Clothing,Medium-Value,1
52,110710,7.97,2,23,Furniture,High-Value,1
61,129837,4.86,5,25,Beauty,Medium-Value,0
62,134912,44.8,3,48,Clothing,Medium-Value,0
51,82993,44.56,5,49,Furniture,Medium-Value,0
20,132752,89.56,9,31,Electronics,Low-Value,1
54,100122,12.62,1,6,Furniture,Low-Value,0
60,117512,12.33,4,35,Electronics,Low-Value,1
57,45416,14.75,5,4,Groceries,Medium-Value,0
43,21814,2.97,2,40,Groceries,High-Value,0
40,98537,7.17,2,20,Furniture,Medium-Value,1
61,70258,65.99,1,41,Groceries,Low-Value,0
56,36508,43.16,8,1,Beauty,Medium-Value,0
32,105166,76.36,2,45,Furniture,Medium-Value,1
66,98916,99.26,3,26,Clothing,Medium-Value,1
21,133710,65.9,2,34,Beauty,Medium-Value,1
46,55699,5.05,4,10,Furniture,Medium-Value,0
39,66335,10.46,1,23,Electronics,Medium-Value,1
42,66806,88.1,3,49,Groceries,Medium-Value,1
30,97853,52.75,5,24,Groceries,High-Value,1
35,83768,82.48,1,13,Groceries,Medium-Value,1
50,55739,85.66,4,29,Furniture,Medium-Value,0
33,54785,92.77,6,46,Beauty,Medium-Value,1
62,51980,94.98,4,27,Electronics,High-Value,0
59,109335,55.48,7,31,Groceries,Medium-Value,1
61,120719,34.1,7,43,Beauty,Medium-Value,1
19,114702,96.19,6,10,Clothing,Low-Value,1
52,105016,54.74,9,31,Clothing,High-Value,1
59,21609,6.43,2,39,Electronics,Medium-Value,0
51,86253,64.28,8,10,Groceries,Medium-Value,1
47,105481,58.77,8,24,Clothing,High-Value,1
30,111128,89.58,4,33,Beauty,High-Value,1
30,48141,65.32,6,14,Beauty,High-Value,1
35,50009,34.91,6,35,Clothing,Low-Value,1
49,147581,96.62,5,45,Groceries,Medium-Value,1
49,130966,80.16,1,34,Electronics,Low-Value,0
52,26782,63.04,3,17,Groceries,Low-Value,1
56,112072,29.29,7,21,Furniture,High-Value,1
63,119352,37.35,8,32,Clothing,High-Value,1
69,45933,67.0,2,3,Furniture,Medium-Value,0
46,97154,7.2,3,15,Clothing,Low-Value,1
66,28307,25.67,4,8,Electronics,Low-Value,0
46,112207,71.39,5,32,Groceries,Medium-Value,0
61,126209,48.0,3,38,Groceries,Low-Value,1
33,128297,40.24,5,26,Clothing,Medium-Value,1
61,95874,15.15,8,30,Beauty,Medium-Value,1
64,58346,44.18,8,9,Furniture,High-Value,1
27,132138,77.07,2,32,Groceries,Low-Value,1
47,70772,26.4,6,11,Groceries,Low-Value,1
42,92084,0.54,4,22,Clothing,High-Value,0
56,60149,66.85,9,34,Beauty,Medium-Value,0
37,106700,97.26,2,41,Furniture,Low-Value,1
22,47526,60.68,8,18,Beauty,Low-Value,1
18,116758,11.99,1,19,Beauty,High-Value,1
47,105712,32.07,6,18,Clothing,Medium-Value,0
66,148447,86.76,1,37,Beauty,High-Value,1
20,88477,23.26,2,18,Furniture,Low-Value,0
62,25695,60.77,3,12,Electronics,Medium-Value,1
31,59169,40.27,9,4,Electronics,Medium-Value,0
47,67947,20.78,5,47,Furniture,Low-Value,0
67,67224,81.34,2,43,Clothing,High-Value,1
21,65865,74.28,5,27,Groceries,Medium-Value,0
35,45553,66.16,5,5,Clothing,High-Value,1
54,124501,23.63,1,6,Furniture,High-Value,0
42,80410,9.79,3,13,Beauty,Low-Value,0
65,123754,57.62,5,23,Electronics,Medium-Value,1
18,110895,55.37,9,42,Beauty,Medium-Value,1
63,44816,18.84,1,25,Clothing,Medium-Value,0
32,75026,5.62,8,46,Furniture,Medium-Value,0
26,70705,8.07,1,4,Electronics,Medium-Value,0
32,81922,99.28,9,32,Furniture,Low-Value,1
66,135700,78.36,6,44,Electronics,Medium-Value,1
41,93914,92.2,1,15,Electronics,Low-Value,0
21,21881,19.51,8,26,Electronics,Low-Value,0
29,59567,96.06,5,42,Clothing,High-Value,1
54,67365,14.27,7,11,Furniture,Low-Value,1
54,147928,50.91,7,9,Groceries,Low-Value,1
60,99211,82.97,7,11,Groceries,Low-Value,1
23,90122,34.98,6,2,Groceries,Medium-Value,1
56,45006,42.48,8,45,Furniture,Low-Value,0
63,61198,12.82,9,27,Beauty,Medium-Value,0
41,42831,12.29,2,26,Furniture,Medium-Value,1
28,120649,61.96,7,8,Electronics,Low-Value,1
30,36459,67.55,2,21,Beauty,Medium-Value,1
51,52443,77.73,6,21,Electronics,Low-Value,1
42,62316,55.67,2,8,Electronics,Medium-Value,1
24,116131,64.58,6,1,Furniture,Low-Value,1
69,84486,1.35,2,38,Groceries,Low-Value,0
21,25877,16.22,1,13,Beauty,Low-Value,0
25,59553,98.49,7,9,Clothing,Low-Value,1
37,134137,7.6,3,28,Groceries,Medium-Value,0
46,24922,67.88,4,6,Clothing,Low-Value,0
68,142778,17.61,6,47,Furniture,Low-Value,1
62,137018,71.67,5,23,Beauty,Low-Value,1
63,24686,70.6,4,48,Furniture,High-Value,0
27,52766,23.42,9,36,Clothing,Medium-Value,0
60,99943,26.96,6,17,Electronics,Low-Value,1
51,52006,65.48,6,9,Furniture,Low-Value,1
43,51422,39.01,2,12,Beauty,High-Value,0
58,136590,19.45,6,22,Furniture,Low-Value,1
66,148886,73.17,7,12,Groceries,High-Value,1
20,32205,15.41,8,6,Furniture,Low-Value,0
23,106590,85.56,8,44,Clothing,Low-Value,1
22,43527,51.47,9,9,Furniture,Medium-Value,1
22,131483,10.57,3,37,Beauty,Medium-Value,1
64,38443,69.41,7,3,Furniture,High-Value,0
40,36524,51.92,7,34,Furniture,High-Value,0
66,136477,29.81,1,8,Beauty,Medium-Value,1
26,48202,42.25,8,10,Furniture,Medium-Value,1
52,85552,29.83,4,47,Beauty,High-Value,0
37,66142,26.3,5,41,Clothing,Medium-Value,0
66,81692,16.36,6,42,Beauty,Low-Value,1
59,102384,36.28,3,43,Clothing,Low-Value,1
52,40855,25.1,5,9,Clothing,Low-Value,1
67,103747,68.34,5,14,Beauty,High-Value,1
35,80372,68.39,1,37,Furniture,Low-Value,1
34,45095,50.18,3,27,Groceries,Low-Value,1
41,58724,77.79,3,41,Beauty,High-Value,0
20,69241,84.13,1,32,Furniture,Low-Value,0
49,123119,57.98,7,4,Clothing,Medium-Value,1
52,72003,61.89,1,2,Electronics,High-Value,1
55,88379,28.29,7,33,Groceries,Medium-Value,1
30,114837,89.49,4,21,Furniture,Low-Value,1
64,111996,2.42,9,1,Groceries,Medium-Value,1
42,117454,34.86,7,44,Electronics,Medium-Value,1
26,114283,72.18,5,11,Electronics,Medium-Value,1
21,35972,8.01,7,1,Electronics,Low-Value,0
31,143805,18.32,9,46,Beauty,Low-Value,1
54,113846,58.93,6,11,Groceries,Medium-Value,1
51,42927,56.0,1,7,Beauty,Low-Value,0
28,140589,73.89,6,2,Electronics,Medium-Value,1
58,135657,81.26,1,15,Furniture,Medium-Value,1
20,86630,12.86,4,8,Electronics,Medium-Value,0
45,124428,1.84,8,47,Beauty,High-Value,1
46,142035,68.96,5,26,Electronics,Low-Value,1
26,72347,30.14,5,40,Electronics,Low-Value,0
20,119708,62.6,8,42,Beauty,Medium-Value,1
42,146244,15.05,8,35,Beauty,Low-Value,1
51,108860,46.9,1,46,Furniture,Medium-Value,0
29,106210,50.44,5,41,Beauty,High-Value,1
59,89518,58.51,5,41,Furniture,High-Value,1
26,65283,51.32,8,21,Clothing,Medium-Value,1
32,101326,49.57,1,38,Clothing,High-Value,1
57,32205,33.27,7,8,Beauty,Low-Value,0
42,140243,7.12,7,43,Electronics,Medium-Value,1
22,109874,8.95,9,32,Groceries,Medium-Value,0
28,32748,43.38,2,8,Electronics,Low-Value,0
51,41097,35.58,3,44,Beauty,Low-Value,0
41,23092,51.61,4,10,Furniture,High-Value,1
32,73311,30.48,1,23,Electronics,Medium-Value,0
55,42692,68.79,7,4,Clothing,Medium-Value,1
25,144954,86.4,3,48,Beauty,Low-Value,0
22,43862,29.89,3,38,Electronics,Low-Value,0
65,110396,19.3,3,30,Electronics,High-Value,1
43,99507,11.62,8,41,Furniture,Medium-Value,1
35,100152,61.63,9,23,Furniture,Medium-Value,1
23,90469,44.39,2,5,Furniture,High-Value,1
54,24926,18.8,1,21,Groceries,Medium-Value,0
65,111299,65.31,9,6,Beauty,Medium-Value,1
30,23969,14.85,6,49,Beauty,Low-Value,0
45,55733,55.43,9,17,Clothing,Low-Value,1
22,89855,52.71,6,25,Clothing,Medium-Value,1
30,61743,73.42,2,24,Beauty,Low-Value,1
34,59876,5.51,1,22,Electronics,Medium-Value,0
67,127445,88.79,8,13,Beauty,Low-Value,1
57,40323,70.3,3,17,Groceries,Low-Value,1
62,36428,21.61,1,14,Clothing,Medium-Value,0
49,54578,18.34,8,34,Clothing,Low-Value,1
46,106486,43.17,1,26,Clothing,High-Value,0
68,128577,81.76,8,19,Beauty,Low-Value,1
20,84140,84.29,1,26,Clothing,Medium-Value,1
57,146378,52.05,9,3,Clothing,Low-Value,1
51,127325,86.08,9,2,Beauty,Low-Value,1
57,103829,0.54,9,28,Electronics,Low-Value,1
44,26364,3.52,3,2,Clothing,High-Value,0
30,148867,91.18,4,22,Clothing,Low-Value,1
62,55349,77.53,5,7,Clothing,High-Value,1
50,20691,45.07,6,4,Groceries,Low-Value,0
23,146899,75.36,9,49,Beauty,Low-Value,1
41,115598,95.56,4,38,Clothing,Medium-Value,1
36,86467,77.21,6,39,Groceries,Medium-Value,1
33,65896,84.24,1,20,Electronics,Medium-Value,1
57,77062,76.06,2,6,Electronics,Low-Value,0
45,117266,16.82,8,9,Groceries,Low-Value,1
50,99762,83.36,4,31,Electronics,Medium-Value,0
65,33861,19.51,7,26,Furniture,High-Value,0
58,116837,89.26,4,36,Electronics,Low-Value,1
30,133779,45.86,9,26,Furniture,High-Value,1
60,108302,67.7,9,28,Groceries,Low-Value,1
62,121710,49.72,4,5,Furniture,Medium-Value,0
42,83928,9.4,8,10,Electronics,Low-Value,1
59,126643,29.07,6,18,Clothing,Medium-Value,1
53,135720,98.37,1,15,Furniture,Low-Value,0
44,103231,96.07,7,33,Electronics,Low-Value,1
55,61347,32.05,1,5,Clothing,High-Value,0
24,23121,99.63,3,37,Groceries,Medium-Value,0
22,103793,84.56,8,40,Groceries,Medium-Value,1
60,48164,61.1,9,22,Beauty,Low-Value,1
62,45491,4.01,3,22,Groceries,High-Value,0
68,79222,90.14,1,22,Beauty,Medium-Value,0
48,43165,55.74,1,15,Groceries,High-Value,0
40,134250,86.85,7,17,Groceries,Low-Value,1
59,23748,83.44,5,45,Groceries,Low-Value,0
27,118581,83.3,1,28,Beauty,High-Value,1
49,46553,69.82,6,22,Beauty,Medium-Value,1
60,136547,29.14,6,21,Furniture,High-Value,1
47,80380,33.62,4,42,Electronics,Low-Value,1
56,64331,30.85,7,17,Electronics,Medium-Value,0
48,116033,2.0,7,5,Electronics,High-Value,1
35,116844,58.26,9,18,Groceries,Medium-Value,1
53,140617,69.88,1,17,Electronics,Medium-Value,1
19,59560,85.39,5,4,Beauty,Low-Value,1
31,73865,14.02,3,7,Furniture,Low-Value,0
30,66686,54.42,7,25,Clothing,Low-Value,1
46,95910,0.8,4,37,Furniture,Medium-Value,1
29,24675,9.51,4,40,Electronics,High-Value,1
56,86706,5.42,1,40,Electronics,Low-Value,1
19,126985,72.55,1,43,Beauty,Medium-Value,0
49,129021,8.11,2,9,Furniture,High-Value,1
30,144062,71.65,2,19,Beauty,Low-Value,1
63,147359,24.96,1,9,Beauty,High-Value,1
44,97986,87.77,8,23,Clothing,High-Value,1
66,96216,81.31,6,31,Beauty,Low-Value,1
58,30068,95.78,6,32,Beauty,Low-Value,0
34,74460,88.38,9,31,Clothing,Low-Value,0
57,120766,93.33,5,17,Groceries,Medium-Value,1
48,66418,85.87,4,48,Groceries,Low-Value,1
51,46206,69.34,6,39,Clothing,Medium-Value,1
41,148180,17.03,8,22,Beauty,Medium-Value,1
62,20287,27.17,1,35,Electronics,High-Value,0
52,42337,21.27,7,30,Furniture,High-Value,0
65,40666,60.36,8,40,Electronics,High-Value,1
23,136595,50.36,9,37,Electronics,Low-Value,1
36,21161,86.71,8,26,Beauty,Low-Value,1
47,134817,95.27,7,6,Furniture,Low-Value,1
24,141025,40.49,3,34,Furniture,Medium-Value,0
27,120667,50.64,2,32,Groceries,Medium-Value,1
58,110071,97.15,3,25,Clothing,High-Value,1
49,118064,27.62,4,13,Beauty,High-Value,0
51,58751,79.24,4,38,Furniture,Low-Value,1
45,102063,22.52,6,38,Beauty,Medium-Value,1
32,126511,68.15,7,2,Groceries,Low-Value,1
47,109389,25.36,4,5,Electronics,Low-Value,1
54,34758,88.37,6,11,Furniture,High-Value,1
46,85780,56.15,9,11,Groceries,High-Value,1
39,135614,18.59,6,24,Beauty,Low-Value,0
21,23178,22.44,3,14,Groceries,High-Value,0
37,51831,49.38,1,45,Groceries,High-Value,0
49,22176,96.16,5,30,Groceries,Low-Value,0
53,123306,76.96,3,40,Groceries,Low-Value,1
67,53654,48.83,8,47,Groceries,Medium-Value,0
21,143220,33.77,1,44,Groceries,High-Value,1
44,46627,54.93,2,35,Clothing,Low-Value,1
34,72550,74.84,3,21,Beauty,Low-Value,1
29,132025,78.39,3,5,Electronics,Medium-Value,1
39,64910,32.46,8,38,Beauty,Medium-Value,0
34,110417,72.12,5,2,Furniture,Medium-Value,1
27,78251,65.78,8,40,Furniture,Low-Value,1
18,55422,95.91,6,37,Beauty,High-Value,1
39,31984,93.11,2,49,Groceries,Medium-Value,1
43,109312,78.94,4,34,Clothing,High-Value,0
35,81386,72.34,9,11,Electronics,High-Value,1
67,103291,27.4,4,36,Groceries,High-Value,1
31,27135,84.6,5,11,Beauty,High-Value,1
64,20320,42.75,5,9,Beauty,High-Value,0
46,122958,27.22,8,6,Clothing,Medium-Value,1
29,114171,38.42,6,34,Clothing,Medium-Value,1
53,41684,83.59,7,47,Beauty,Medium-Value,1
52,75913,14.86,6,37,Groceries,Medium-Value,0
69,108774,45.62,5,32,Groceries,Low-Value,1
29,41889,49.24,5,12,Groceries,Low-Value,1
24,115849,3.66,3,45,Electronics,Low-Value,1
46,118071,19.57,7,32,Electronics,Low-Value,0
28,68899,82.67,5,17,Groceries,Low-Value,1
50,144011,83.08,7,4,Beauty,High-Value,1
23,30770,29.24,2,42,Clothing,Medium-Value,0
64,59321,87.49,9,33,Furniture,Low-Value,1
32,105962,77.18,8,43,Clothing,Medium-Value,1
49,129863,41.79,5,48,Clothing,Low-Value,0
68,61777,74.84,2,43,Furniture,High-Value,0
28,66250,96.13,6,9,Groceries,Low-Value,1
40,93034,45.9,8,34,Clothing,Low-Value,0
43,124940,23.84,7,39,Furniture,High-Value,1
51,60130,94.18,8,30,Beauty,Medium-Value,0
63,101931,60.37,4,20,Beauty,High-Value,1
51,69346,10.53,3,39,Beauty,Medium-Value,0
46,22537,57.27,7,23,Groceries,Low-Value,1
21,104762,50.06,2,41,Clothing,Medium-Value,1
34,35216,85.56,5,44,Clothing,Low-Value,1
52,104149,53.07,7,35,Electronics,Low-Value,1
30,23009,25.52,1,23,Beauty,Low-Value,0
58,109904,67.56,4,48,Groceries,High-Value,1
56,49327,54.26,2,39,Furniture,Medium-Value,0
32,34209,23.3,6,23,Groceries,Low-Value,1
46,68443,57.36,1,37,Clothing,Low-Value,1
46,35029,82.15,7,23,Beauty,High-Value,1
28,87613,2.86,3,39,Electronics,Low-Value,1
69,99443,63.09,1,28,Groceries,Medium-Value,1
49,76997,34.96,8,19,Electronics,Medium-Value,0
19,122171,29.27,7,49,Clothing,Medium-Value,1
64,134456,39.26,2,48,Furniture,Low-Value,0
31,82559,34.2,7,30,Groceries,High-Value,0
37,84892,83.22,3,21,Clothing,Medium-Value,1
39,90409,27.48,9,24,Beauty,Low-Value,1
28,28635,73.32,8,21,Groceries,Low-Value,1
44,53065,9.41,5,26,Electronics,Low-Value,0
20,131399,95.14,7,36,Groceries,Low-Value,1
34,140544,62.23,3,26,Clothing,High-Value,1
61,127340,70.67,1,33,Clothing,Low-Value,1
45,53783,29.8,1,36,Electronics,High-Value,0
46,54152,41.21,2,4,Clothing,Medium-Value,0
38,78741,22.38,8,9,Groceries,Low-Value,1
64,127049,93.25,1,8,Electronics,Low-Value,1
33,71502,48.81,5,2,Clothing,Medium-Value,0
54,49092,63.04,9,29,Clothing,Medium-Value,1
37,37653,73.43,9,23,Groceries,High-Value,0
23,117999,37.11,2,6,Clothing,Medium-Value,0
36,119564,72.01,7,43,Groceries,Medium-Value,1
22,60469,67.6,1,36,Beauty,Low-Value,1
20,143064,70.57,3,46,Groceries,High-Value,1
18,106483,48.92,6,21,Furniture,High-Value,0
55,141585,38.29,9,22,Clothing,Low-Value,0
32,79754,22.21,2,9,Beauty,Low-Value,0
51,49978,82.46,7,34,Electronics,Medium-Value,1
52,107592,60.84,4,26,Furniture,Medium-Value,1
66,114543,44.44,2,1,Electronics,Medium-Value,0
42,63169,94.4,3,36,Furniture,Medium-Value,0
41,68287,4.78,6,44,Beauty,High-Value,1
29,74745,85.02,9,5,Beauty,Low-Value,0
35,130168,99.76,8,41,Beauty,Medium-Value,1
32,133985,88.69,9,22,Furniture,Low-Value,1
61,140843,81.04,4,4,Groceries,Low-Value,1
33,25543,37.43,4,48,Electronics,High-Value,0
44,76392,23.13,9,2,Groceries,Medium-Value,0
25,41067,73.49,8,16,Groceries,High-Value,0
63,71033,30.46,2,16,Clothing,Medium-Value,0
42,65256,17.6,8,22,Electronics,High-Value,0
34,110633,78.65,1,43,Furniture,Medium-Value,1
46,128383,31.25,9,1,Clothing,Low-Value,0
25,129048,91.44,9,15,Clothing,High-Value,1
32,89345,84.06,8,24,Beauty,Low-Value,1
44,42191,84.76,5,4,Furniture,Medium-Value,1
63,106803,77.16,5,18,Groceries,Medium-Value,1
67,92742,88.09,3,17,Groceries,Low-Value,1
69,138843,80.57,5,7,Groceries,Low-Value,0
24,106593,60.25,4,45,Beauty,Medium-Value,1
20,48992,29.58,1,10,Groceries,Low-Value,0
46,132050,88.82,9,1,Electronics,Medium-Value,1
61,101531,84.06,4,2,Groceries,Medium-Value,1
41,68803,47.29,3,49,Groceries,Low-Value,0
20,129975,3.91,6,22,Electronics,Medium-Value,0
37,83477,63.85,1,32,Beauty,High-Value,1
63,33210,5.06,5,29,Clothing,Low-Value,0
32,103329,92.63,7,35,Furniture,Medium-Value,1
42,46270,96.16,2,17,Beauty,Low-Value,1
47,82008,18.95,9,12,Groceries,Medium-Value,1
31,25197,67.64,6,24,Clothing,Medium-Value,1
24,133857,9.23,2,30,Furniture,Low-Value,0
34,27452,72.95,8,44,Furniture,Low-Value,1
61,61486,34.73,8,30,Furniture,Medium-Value,1
37,34859,68.11,1,20,Electronics,Low-Value,1
53,47236,37.29,1,42,Electronics,Low-Value,0
26,51899,14.56,1,7,Clothing,High-Value,0
55,52083,40.61,4,42,Groceries,Low-Value,0
65,87708,11.27,4,38,Clothing,Medium-Value,1
39,131462,57.69,8,7,Groceries,Low-Value,1
19,36663,4.1,1,49,Beauty,High-Value,0
41,113076,52.73,3,30,Furniture,Low-Value,0
25,138665,88.64,1,12,Furniture,Low-Value,1
28,39053,83.79,9,49,Electronics,Medium-Value,1
30,31085,88.28,9,31,Beauty,High-Value,1
34,50564,92.2,7,18,Beauty,High-Value,0
25,109745,10.45,8,46,Groceries,Low-Value,0
38,79095,12.87,1,43,Beauty,High-Value,0
35,89517,55.7,5,2,Electronics,Medium-Value,1
47,41153,89.4,2,33,Groceries,High-Value,1
35,25247,97.43,1,11,Clothing,High-Value,1
63,30553,4.63,3,34,Groceries,Medium-Value,0
64,40811,35.58,7,16,Clothing,Medium-Value,1
48,115381,21.29,1,35,Groceries,Medium-Value,1
55,26135,75.6,2,33,Furniture,Medium-Value,0
49,25573,64.02,2,21,Clothing,Low-Value,0
28,138819,11.99,4,20,Electronics,Low-Value,0
62,144588,48.35,3,8,Clothing,Low-Value,0
42,99267,68.54,3,26,Clothing,High-Value,0
50,27189,77.9,5,33,Groceries,Low-Value,1
55,100077,2.01,3,26,Furniture,Low-Value,1
58,63646,89.05,7,37,Groceries,Low-Value,0
25,96623,56.93,5,30,Groceries,Medium-Value,1
28,131971,81.19,4,31,Furniture,High-Value,1
39,73687,80.79,3,33,Groceries,Medium-Value,1
68,88312,18.99,4,11,Furniture,Low-Value,0
41,127615,11.02,2,41,Electronics,High-Value,1
58,47564,72.13,1,5,Furniture,Low-Value,1
34,48835,15.64,3,2,Beauty,High-Value,0
29,81587,84.99,2,13,Furniture,Low-Value,1
63,27697,72.62,1,18,Furniture,Medium-Value,0
49,100165,84.18,1,26,Beauty,Low-Value,0
32,93922,29.9,2,25,Furniture,High-Value,0
33,37046,31.66,9,44,Clothing,Low-Value,0
39,77823,67.12,5,14,Groceries,Low-Value,1
45,93580,3.14,9,5,Groceries,High-Value,0
37,73370,72.65,8,42,Electronics,Low-Value,1
50,29615,83.58,6,2,Electronics,Medium-Value,0
27,133338,41.52,1,4,Beauty,Medium-Value,1
57,25060,76.49,5,12,Clothing,Medium-Value,0
49,96436,17.46,1,11,Electronics,Low-Value,1
67,80519,32.23,7,4,Groceries,High-Value,1
50,140562,97.43,8,43,Electronics,High-Value,1
19,91117,98.63,8,9,Electronics,Medium-Value,1
50,81158,51.26,7,10,Furniture,Low-Value,1
50,54782,93.43,2,27,Electronics,Low-Value,0
58,105709,52.27,5,6,Beauty,Low-Value,1
30,98533,29.16,4,15,Groceries,Medium-Value,0
47,128939,26.69,5,42,Beauty,High-Value,1
50,78255,92.95,9,31,Beauty,Medium-Value,0
30,131952,17.24,4,22,Clothing,Medium-Value,0
69,92684,57.96,8,6,Furniture,Medium-Value,1
43,76918,55.55,8,33,Beauty,Low-Value,1
39,146093,73.96,2,29,Clothing,Medium-Value,1
56,104284,49.92,6,21,Groceries,Medium-Value,1
19,99558,27.23,5,30,Groceries,Medium-Value,1
55,105549,16.94,2,21,Clothing,Low-Value,1
56,124223,62.08,4,36,Beauty,Medium-Value,0
43,101422,71.9,7,22,Beauty,Low-Value,1
63,140363,56.95,1,46,Furniture,Low-Value,1
67,146352,73.84,9,20,Furniture,Medium-Value,1
32,45256,14.15,1,22,Groceries,Low-Value,1
51,50005,88.25,5,40,Furniture,High-Value,0
59,26638,58.24,7,11,Clothing,Low-Value,0
61,57419,12.68,8,47,Groceries,Medium-Value,0
66,53377,46.19,2,31,Beauty,High-Value,1
57,126244,84.48,4,40,Groceries,Medium-Value,1
28,63116,89.76,2,13,Electronics,High-Value,0
20,56634,26.46,4,18,Groceries,Medium-Value,0
23,102291,71.13,6,22,Furniture,High-Value,1
26,43382,10.0,6,17,Clothing,Low-Value,1
23,135303,3.35,2,38,Beauty,Low-Value,0
26,76063,56.04,4,25,Beauty,Medium-Value,0
56,42394,69.48,4,32,Furniture,Medium-Value,0
48,87789,79.58,1,15,Furniture,Medium-Value,1
49,123246,34.02,2,13,Furniture,Low-Value,0
58,130634,0.65,3,26,Electronics,Low-Value,0
67,20864,47.95,5,11,Clothing,Low-Value,0
29,119572,1.59,8,13,Electronics,Medium-Value,1
25,60222,9.2,6,33,Furniture,Low-Value,0
25,33666,32.67,3,37,Clothing,Low-Value,0
67,143664,43.72,6,38,Furniture,Low-Value,0
45,40955,27.95,7,1,Clothing,Medium-Value,0
37,130674,58.19,6,39,Beauty,High-Value,1
64,123533,5.53,6,27,Electronics,Medium-Value,1
24,101845,14.46,1,36,Furniture,Low-Value,1
28,136925,69.53,3,32,Furniture,Low-Value,1
37,89590,14.21,7,41,Groceries,Medium-Value,0
33,147775,63.98,4,15,Beauty,Medium-Value,1
21,86471,5.47,4,31,Furniture,Medium-Value,0
23,130476,40.74,7,6,Electronics,High-Value,0
39,108314,17.74,9,25,Beauty,High-Value,1
43,142579,10.96,2,49,Furniture,Low-Value,0
20,63298,56.7,9,18,Electronics,Low-Value,1
58,83108,92.83,3,22,Groceries,Low-Value,1
59,133864,5.48,6,31,Groceries,Medium-Value,1
31,68924,42.16,4,36,Electronics,Medium-Value,0
28,36709,70.75,1,9,Beauty,Medium-Value,0
35,29726,46.27,9,46,Electronics,Low-Value,0
29,80824,80.65,6,3,Electronics,High-Value,1
40,60542,17.96,8,33,Groceries,Medium-Value,1
29,40245,95.96,2,27,Groceries,High-Value,0
30,54753,38.52,7,43,Groceries,Medium-Value,0
42,99788,34.16,6,1,Furniture,Medium-Value,1
62,41316,87.46,2,44,Furniture,Low-Value,0
68,122907,56.39,2,9,Clothing,Medium-Value,1
36,104698,51.64,4,5,Furniture,Low-Value,1
63,35960,72.7,4,15,Beauty,Medium-Value,1
53,50791,57.98,3,9,Beauty,Low-Value,0
62,127766,16.25,8,45,Groceries,Low-Value,1
25,45216,67.42,7,28,Electronics,Low-Value,1
46,52467,13.35,2,13,Groceries,Low-Value,0
49,84427,80.59,3,24,Electronics,Low-Value,1
68,132470,98.97,9,45,Groceries,High-Value,1
61,82047,37.74,5,10,Groceries,Low-Value,0
35,93290,44.48,2,42,Beauty,Medium-Value,0
23,67014,4.64,3,22,Electronics,Low-Value,1
35,24078,1.37,8,39,Clothing,Medium-Value,0
36,98389,92.14,4,22,Clothing,Low-Value,1
39,70519,12.86,2,37,Groceries,Low-Value,0
54,24042,44.58,2,39,Groceries,Low-Value,0
49,69052,81.54,6,20,Beauty,Medium-Value,1
58,34389,88.93,8,10,Electronics,Low-Value,0
20,115961,51.94,7,10,Groceries,High-Value,1
45,88111,56.5,4,26,Clothing,Medium-Value,0
27,125058,66.97,2,25,Electronics,High-Value,1
68,113715,96.14,9,28,Groceries,High-Value,1
52,70733,60.27,4,13,Electronics,Medium-Value,0
46,54754,55.95,9,15,Beauty,High-Value,1
32,38624,1.45,5,6,Clothing,Low-Value,0
50,105886,8.09,7,12,Electronics,High-Value,1
24,46681,57.72,5,19,Clothing,Low-Value,1
29,109524,93.62,2,32,Groceries,Medium-Value,1
66,101006,86.67,6,11,Furniture,Medium-Value,1
47,44704,98.26,7,38,Electronics,High-Value,1
38,124272,52.78,6,33,Clothing,High-Value,1
48,114913,78.79,3,2,Electronics,Low-Value,1
41,114108,84.04,8,15,Groceries,Low-Value,1
37,143731,64.8,3,36,Groceries,Medium-Value,1
54,27493,33.87,5,5,Clothing,Medium-Value,0
21,89639,47.0,9,15,Beauty,Low-Value,1
45,120380,85.79,5,43,Electronics,Medium-Value,1
61,74383,29.85,7,10,Electronics,High-Value,1
37,22994,92.37,7,17,Groceries,Medium-Value,1
41,89280,22.98,5,34,Electronics,Medium-Value,0
67,67234,74.95,2,24,Clothing,Medium-Value,1
66,67291,63.06,5,10,Furniture,Medium-Value,1
68,148674,74.96,7,30,Groceries,High-Value,1
49,112868,43.73,7,3,Furniture,Medium-Value,0
58,25594,93.26,4,37,Electronics,Medium-Value,0
